timestamp: ADC HeartRate4sAverage HeartRate30sAverage HRV8sAverage
1477480593.596:    493  69   9  864
1477480593.596:    489  69   9  864
1477480593.597:    486  69   9  864
1477480593.599:    497  69   9  864
1477480593.600:    525  69   9  864
1477480593.601:    558  69   9  864
1477480593.602:    585  69   9  864
1477480593.602:    606  69   9  864
1477480593.602:    630  69   9  864
1477480593.603:    663  69   9  864
1477480593.603:    703  69   9  864
1477480593.608:    739  69   9  864
1477480593.608:    765  69   9  864
1477480593.610:    782  69   9  864
1477480593.614:    794  69   9  864
1477480593.629:    800  69   9  864
1477480593.630:    788  69   9  864
1477480593.630:    742  69   9  864
1477480593.630:    659  69   9  864
1477480593.631:    552  69   9  864
1477480593.632:    445  69   9  864
1477480593.632:    348  69   9  864
1477480593.633:    257  69   9  864
1477480593.633:    162  69   9  864
1477480593.634:     70  69   9  864
1477480593.635:     -7  69   9  864
1477480593.635:    -59  69   9  864
1477480593.637:    -92  69   9  864
1477480593.638:   -114  69   9  864
1477480593.640:   -129  69   9  864
1477480593.646:   -144  69   9  864
1477480593.646:   -167  69   9  864
1477480593.650:   -208  69   9  864
1477480593.651:   -266  69   9  864
1477480593.652:   -324  69   9  864
1477480593.652:   -368  69   9  864
1477480593.653:   -398  69   9  864
1477480593.662:   -422  69   9  864
1477480593.662:   -440  69   9  864
1477480593.673:   -442  69   9  864
1477480593.673:   -420  69   9  864
1477480593.674:   -383  69   9  864
1477480593.674:   -344  69   9  864
1477480593.675:   -309  69   9  864
1477480593.675:   -264  69   9  864
1477480593.675:   -200  69   9  864
1477480593.677:   -124  69   9  864
1477480593.678:    -55  69   9  864
1477480593.678:     -3  69   9  864
1477480593.680:     43  69   9  864
1477480593.682:     97  69   9  864
1477480593.694:    159  69   9  864
1477480593.694:    212  69   9  864
1477480593.695:    249  69   9  864
1477480593.695:    273  69   9  864
1477480593.695:    290  69   9  864
1477480593.695:    293  69   9  864
1477480593.695:    279  69   9  864
1477480593.701:    257  69   9  864
1477480593.702:    248  69   9  864
1477480593.705:    262  69   9  864
1477480593.706:    283  69   9  864
1477480593.707:    289  69   9  864
1477480593.708:    277  69   9  864
1477480593.711:    267  69   9  864
1477480593.721:    277  69   9  864
1477480593.722:    302  69   9  864
1477480593.722:    323  69   9  864
1477480593.723:    330  69   9  864
1477480593.724:    334  69   9  864
1477480593.724:    348  69   9  864
1477480593.725:    369  69   9  864
1477480593.725:    384  69   9  864
1477480593.727:    384  69   9  864
1477480593.732:    372  69   9  864
1477480593.738:    356  69   9  864
1477480593.738:    340  69   9  864
1477480593.738:    321  69   9  864
1477480593.738:    290  69   9  864
1477480593.739:    239  69   9  864
1477480593.741:    170  69   9  864
1477480593.745:     91  69   9  864
1477480593.745:     12  69   9  864
1477480593.747:    -42  69   9  864
1477480593.748:    -35  69   9  864
1477480593.749:     86  69   9  864
1477480593.752:    345  69   9  864
1477480593.756:    678  69   9  864
1477480593.757:    928  69   9  864
1477480593.759:    950  69   9  864
1477480593.761:    736  69   9  864
1477480593.764:    421  69   9  864
1477480593.764:    124  69   9  864
1477480593.775:   -213  69   9  864
1477480593.775:   -844  69   9  864
1477480593.776:  -2042  69   9  864
1477480593.776:  -3922  69   9  864
1477480593.777:  -6414  69   9  864
1477480593.779:  -9344  69   9  864
1477480593.780: -12494  69   9  864
1477480593.781: -15588  69   9  864
1477480593.781: -18323  69   9  864
1477480593.783: -20457  69   9  864
1477480593.793: -21868  69   9  864
1477480593.793: -22458  69   9  864
1477480593.793: -22016  69   9  864
1477480593.794: -20286  69   9  864
1477480593.794: -17254  69   9  864
1477480593.795: -13370  69   9  864
1477480593.798:  -9395  69   9  864
1477480593.800:  -5944  69   9  864
1477480593.801:  -3174  69   9  864
1477480593.806:   -908  69   9  864
1477480593.807:    979  69   9  864
1477480593.809:   2354  69   9  864
1477480593.810:   3006  69   9  864
1477480593.812:   2962  68   9  871
1477480593.814:   2555  68   9  871
1477480593.814:   2201  68   9  871
1477480593.817:   2130  68   9  871
1477480593.818:   2344  68   9  871
1477480593.823:   2753  68   9  871
1477480593.823:   3281  68   9  871
1477480593.835:   3864  68   9  871
1477480593.836:   4395  68   9  871
1477480593.837:   4755  68   9  871
1477480593.838:   4889  68   9  871
1477480593.840:   4834  68   9  871
1477480593.840:   4684  68   9  871
1477480593.841:   4524  68   9  871
1477480593.841:   4396  68   9  871
1477480593.853:   4328  68   9  871
1477480593.854:   4339  68   9  871
1477480593.855:   4416  68   9  871
1477480593.855:   4513  68   9  871
1477480593.856:   4576  68   9  871
1477480593.857:   4568  68   9  871
1477480593.857:   4490  68   9  871
1477480593.858:   4368  68   9  871
1477480593.859:   4235  68   9  871
1477480593.864:   4116  68   9  871
1477480593.865:   4025  68   9  871
1477480593.865:   3971  68   9  871
1477480593.866:   3949  68   9  871
1477480593.870:   3939  68   9  871
1477480593.871:   3918  68   9  871
1477480593.872:   3869  68   9  871
1477480593.873:   3794  68   9  871
1477480593.875:   3706  68   9  871
1477480593.881:   3619  68   9  871
1477480593.882:   3541  68   9  871
1477480593.884:   3469  68   9  871
1477480593.884:   3402  68   9  871
1477480593.886:   3341  68   9  871
1477480593.887:   3287  68   9  871
1477480593.889:   3240  68   9  871
1477480593.890:   3193  68   9  871
1477480593.905:   3137  68   9  871
1477480593.906:   3070  68   9  871
1477480593.906:   2998  68   9  871
1477480593.907:   2931  68   9  871
1477480593.907:   2880  68   9  871
1477480593.907:   2846  68   9  871
1477480593.908:   2824  68   9  871
1477480593.908:   2800  68   9  871
1477480593.910:   2767  68   9  871
1477480593.914:   2723  68   9  871
1477480593.925:   2678  68   9  871
1477480593.926:   2639  68   9  871
1477480593.927:   2603  68   9  871
1477480593.927:   2563  68   9  871
1477480593.927:   2515  68   9  871
1477480593.928:   2467  68   9  871
1477480593.928:   2432  68   9  871
1477480593.930:   2407  68   9  871
1477480593.931:   2382  68   9  871
1477480593.936:   2349  68   9  871
1477480593.942:   2317  68   9  871
1477480593.943:   2299  68   9  871
1477480593.944:   2291  68   9  871
1477480593.945:   2277  68   9  871
1477480593.947:   2245  68   9  871
1477480593.948:   2208  68   9  871
1477480593.949:   2184  68   9  871
1477480593.950:   2178  68   9  871
1477480593.951:   2170  68   9  871
1477480593.952:   2143  68   9  871
1477480593.952:   2098  68   9  871
1477480593.956:   2052  68   9  871
1477480593.957:   2021  68   9  871
1477480593.958:   2002  68   9  871
1477480593.960:   1983  68   9  871
1477480593.961:   1959  68   9  871
1477480593.965:   1931  68   9  871
1477480593.966:   1901  68   9  871
1477480593.976:   1872  68   9  871
1477480593.977:   1845  68   9  871
1477480593.977:   1827  68   9  871
1477480593.977:   1816  68   9  871
1477480593.977:   1802  68   9  871
1477480593.978:   1775  68   9  871
1477480593.979:   1737  68   9  871
1477480593.983:   1702  68   9  871
1477480593.985:   1678  68   9  871
1477480593.991:   1664  68   9  871
1477480594.022:   1650  68   9  871
1477480594.022:   1632  68   9  871
1477480594.022:   1610  68   9  871
1477480594.022:   1588  68   9  871
1477480594.022:   1565  68   9  871
1477480594.023:   1546  68   9  871
1477480594.023:   1535  68   9  871
1477480594.023:   1534  68   9  871
1477480594.023:   1534  68   9  871
1477480594.023:   1525  68   9  871
1477480594.024:   1506  68   9  871
1477480594.024:   1485  68   9  871
1477480594.024:   1472  68   9  871
1477480594.024:   1464  68   9  871
1477480594.024:   1454  68   9  871
1477480594.024:   1436  68   9  871
1477480594.026:   1412  68   9  871
1477480594.027:   1388  68   9  871
1477480594.027:   1365  68   9  871
1477480594.027:   1344  68   9  871
1477480594.027:   1324  68   9  871
1477480594.028:   1309  68   9  871
1477480594.032:   1297  68   9  871
1477480594.033:   1281  68   9  871
1477480594.034:   1254  68   9  871
1477480594.035:   1220  68   9  871
1477480594.039:   1189  68   9  871
1477480594.040:   1172  68   9  871
1477480594.043:   1165  68   9  871
1477480594.043:   1157  68   9  871
1477480594.044:   1144  68   9  871
1477480594.046:   1128  68   9  871
1477480594.048:   1116  68   9  871
1477480594.051:   1108  68   9  871
1477480594.076:   1102  68   9  871
1477480594.077:   1098  68   9  871
1477480594.078:   1096  68   9  871
1477480594.079:   1092  68   9  871
1477480594.079:   1084  68   9  871
1477480594.080:   1067  68   9  871
1477480594.081:   1048  68   9  871
1477480594.082:   1033  68   9  871
1477480594.083:   1020  68   9  871
1477480594.083:   1005  68   9  871
1477480594.085:    984  68   9  871
1477480594.085:    960  68   9  871
1477480594.086:    937  68   9  871
1477480594.087:    915  68   9  871
1477480594.088:    891  68   9  871
1477480594.089:    865  68   9  871
1477480594.089:    842  68   9  871
1477480594.091:    823  68   9  871
1477480594.091:    806  68   9  871
1477480594.091:    785  68   9  871
1477480594.092:    754  68   9  871
1477480594.097:    712  68   9  871
1477480594.117:    666  68   9  871
1477480594.207:    624  68   9  871
1477480594.208:    590  68   9  871
1477480594.209:    556  68   9  871
1477480594.209:    511  68   9  871
1477480594.210:    455  68   9  871
1477480594.211:    398  68   9  871
1477480594.211:    349  68   9  871
1477480594.250:    302  68   9  871
1477480594.250:    242  68   9  871
1477480594.250:    166  68   9  871
1477480594.251:     79  68   9  871
1477480594.251:     -7  68   9  871
1477480594.251:    -98  68   9  871
1477480594.252:   -207  68   9  871
1477480594.252:   -334  68   9  871
1477480594.252:   -467  68   9  871
1477480594.252:   -597  68   9  871
1477480594.253:   -725  68   9  871
1477480594.253:   -864  68   9  871
1477480594.253:  -1017  68   9  871
1477480594.253:  -1175  68   9  871
1477480594.253:  -1331  68   9  871
1477480594.254:  -1481  68   9  871
1477480594.254:  -1628  68   9  871
1477480594.254:  -1768  68   9  871
1477480594.254:  -1894  68   9  871
1477480594.254:  -2004  68   9  871
1477480594.255:  -2099  68   9  871
1477480594.255:  -2179  68   9  871
1477480594.255:  -2233  68   9  871
1477480594.255:  -2257  68   9  871
1477480594.255:  -2257  68   9  871
1477480594.256:  -2245  68   9  871
1477480594.256:  -2223  68   9  871
1477480594.257:  -2182  68   9  871
1477480594.257:  -2120  68   9  871
1477480594.257:  -2043  68   9  871
1477480594.257:  -1965  68   9  871
1477480594.258:  -1887  68   9  871
1477480594.258:  -1798  68   9  871
1477480594.258:  -1691  68   9  871
1477480594.258:  -1570  68   9  871
1477480594.258:  -1451  68   9  871
1477480594.258:  -1339  68   9  871
1477480594.259:  -1223  68   9  871
1477480594.259:  -1096  68   9  871
1477480594.259:   -967  68   9  871
1477480594.260:   -857  68   9  871
1477480594.260:   -771  68   9  871
1477480594.260:   -695  68   9  871
1477480594.261:   -609  68   9  871
1477480594.261:   -515  68   9  871
1477480594.261:   -432  68   9  871
1477480594.262:   -372  68   9  871
1477480594.262:   -326  68   9  871
1477480594.262:   -270  68   9  871
1477480594.262:   -202  68   9  871
1477480594.263:   -135  68   9  871
1477480594.263:    -82  68   9  871
1477480594.280:    -41  68   9  871
1477480594.280:     -1  68   9  871
1477480594.280:     41  68   9  871
1477480594.281:     77  68   9  871
1477480594.281:    102  68   9  871
1477480594.281:    120  68   9  871
1477480594.281:    133  68   9  871
1477480594.281:    141  68   9  871
1477480594.282:    143  68   9  871
1477480594.282:    140  68   9  871
1477480594.282:    136  68   9  871
1477480594.282:    128  68   9  871
1477480594.283:    109  68   9  871
1477480594.283:     86  68   9  871
1477480594.283:     74  68   9  871
1477480594.283:     77  68   9  871
1477480594.284:     83  68   9  871
1477480594.284:     74  68   9  871
1477480594.284:     52  68   9  871
1477480594.284:     38  68   9  871
1477480594.285:     48  68   9  871
1477480594.285:     68  68   9  871
1477480594.285:     73  68   9  871
1477480594.286:     52  68   9  871
1477480594.286:     20  68   9  871
1477480594.286:     -1  68   9  871
1477480594.287:     -5  68   9  871
1477480594.288:     -3  68   9  871
1477480594.292:     -9  68   9  871
1477480594.292:    -23  68   9  871
1477480594.293:    -33  68   9  871
1477480594.293:    -31  68   9  871
1477480594.293:    -19  68   9  871
1477480594.293:     -6  68   9  871
1477480594.294:      1  68   9  871
1477480594.294:      5  68   9  871
1477480594.299:      9  68   9  871
1477480594.300:      9  68   9  871
1477480594.318:      2  68   9  871
1477480594.319:     -8  68   9  871
1477480594.319:    -13  68   9  871
1477480594.320:    -12  68   9  871
1477480594.322:    -14  68   9  871
1477480594.322:    -29  68   9  871
1477480594.323:    -45  68   9  871
1477480594.324:    -38  68   9  871
1477480594.325:      0  68   9  871
1477480594.325:     41  68   9  871
1477480594.326:     58  68   9  871
1477480594.327:     52  68   9  871
1477480594.327:     52  68   9  871
1477480594.328:     77  68   9  871
1477480594.344:    107  68   9  871
1477480594.344:    112  68   9  871
1477480594.346:     88  68   9  871
1477480594.346:     60  68   9  871
1477480594.346:     52  68   9  871
1477480594.346:     58  68   9  871
1477480594.346:     61  68   9  871
1477480594.347:     58  68   9  871
1477480594.347:     56  68   9  871
1477480594.347:     62  68   9  871
1477480594.347:     68  68   9  871
1477480594.347:     74  68   9  871
1477480594.348:     90  68   9  871
1477480594.348:    120  68   9  871
1477480594.348:    153  68   9  871
1477480594.351:    168  68   9  871
1477480594.351:    166  68   9  871
1477480594.351:    165  68   9  871
1477480594.352:    181  68   9  871
1477480594.352:    202  68   9  871
1477480594.358:    211  68   9  871
1477480594.358:    206  68   9  871
1477480594.360:    205  68   9  871
1477480594.361:    218  68   9  871
1477480594.362:    240  68   9  871
1477480594.365:    258  68   9  871
1477480594.366:    271  68   9  871
1477480594.371:    289  68   9  871
1477480594.386:    314  68   9  871
1477480594.387:    340  68   9  871
1477480594.387:    356  68   9  871
1477480594.389:    365  68   9  871
1477480594.389:    374  68   9  871
1477480594.390:    384  68   9  871
1477480594.391:    393  68   9  871
